,date,price,simul1,simul2,simul3
89,2023-11-01 22:15:00+01:00,79.3,0.0,0.0,0.0
90,2023-11-01 22:30:00+01:00,41.26,0.0,0.0,0.0
91,2023-11-01 22:45:00+01:00,20.76,0.0,0.0,0.0
92,2023-11-01 23:00:00+01:00,100.0,0.0,0.0,0.0
93,2023-11-01 23:15:00+01:00,57.55,0.0,0.0,0.0
94,2023-11-01 23:30:00+01:00,30.81,0.0,0.0,0.0
95,2023-11-01 23:45:00+01:00,-4.25,0.0,0.0,0.0
96,2023-11-02 00:00:00+01:00,31.77,0.0,0.0,0.0
97,2023-11-02 00:15:00+01:00,30.21,0.0,0.0,0.0
98,2023-11-02 00:30:00+01:00,25.09,0.0,0.0,0.0
99,2023-11-02 00:45:00+01:00,15.02,0.0,0.0,0.0
100,2023-11-02 01:00:00+01:00,27.42,0.0,0.0,0.0
101,2023-11-02 01:15:00+01:00,26.19,0.0,0.0,0.0
102,2023-11-02 01:30:00+01:00,24.79,0.0,0.0,0.0
103,2023-11-02 01:45:00+01:00,1.45,0.0,0.0,0.0
104,2023-11-02 02:00:00+01:00,21.48,0.0,0.0,0.0
105,2023-11-02 02:15:00+01:00,19.79,0.0,0.0,0.0
106,2023-11-02 02:30:00+01:00,-1.61,0.0,0.0,0.0
107,2023-11-02 02:45:00+01:00,20.26,0.0,0.0,0.0
108,2023-11-02 03:00:00+01:00,19.84,0.0,0.0,0.0
109,2023-11-02 03:15:00+01:00,-10.84,0.0,0.0,0.0
110,2023-11-02 03:30:00+01:00,20.26,0.0,0.0,0.0
111,2023-11-02 03:45:00+01:00,20.75,0.0,0.0,0.0
112,2023-11-02 04:00:00+01:00,-12.25,0.0,0.0,0.0
113,2023-11-02 04:15:00+01:00,22.28,0.0,0.0,0.0
114,2023-11-02 04:30:00+01:00,24.74,0.0,0.0,0.0
115,2023-11-02 04:45:00+01:00,54.83,0.0,0.0,0.0
116,2023-11-02 05:00:00+01:00,5.06,0.0,0.0,0.0
117,2023-11-02 05:15:00+01:00,35.58,0.0,0.0,0.0
118,2023-11-02 05:30:00+01:00,79.83,0.0,0.0,0.0
119,2023-11-02 05:45:00+01:00,90.52,0.0,0.0,0.0
120,2023-11-02 06:00:00+01:00,42.5,0.0,0.0,0.0
121,2023-11-02 06:15:00+01:00,60.07,0.0,0.0,0.0
122,2023-11-02 06:30:00+01:00,83.22,0.0,0.0,0.0
123,2023-11-02 06:45:00+01:00,110.01,0.0,0.0,0.0
124,2023-11-02 07:00:00+01:00,79.83,0.0,0.0,0.0
125,2023-11-02 07:15:00+01:00,79.83,0.0,0.0,0.0
126,2023-11-02 07:30:00+01:00,85.0,0.0,0.0,0.0
127,2023-11-02 07:45:00+01:00,95.62,0.0,0.0,0.0
128,2023-11-02 08:00:00+01:00,97.06,0.0,0.0,0.0
129,2023-11-02 08:15:00+01:00,85.04,0.0,0.0,0.0
130,2023-11-02 08:30:00+01:00,79.83,0.0,0.0,0.0
131,2023-11-02 08:45:00+01:00,70.08,0.0,0.0,0.0
132,2023-11-02 09:00:00+01:00,84.68,0.0,0.0,0.0
133,2023-11-02 09:15:00+01:00,80.84,0.0,0.0,0.0
134,2023-11-02 09:30:00+01:00,64.45,0.0,0.0,0.0
135,2023-11-02 09:45:00+01:00,54.83,0.0,0.0,0.0
136,2023-11-02 10:00:00+01:00,80.84,0.0,0.0,0.0
137,2023-11-02 10:15:00+01:00,80.0,0.0,0.0,0.0
138,2023-11-02 10:30:00+01:00,57.09,0.0,0.0,0.0
139,2023-11-02 10:45:00+01:00,53.11,0.0,0.0,0.0
140,2023-11-02 11:00:00+01:00,75.0,0.0,0.0,0.0
141,2023-11-02 11:15:00+01:00,62.08,0.0,0.0,0.0
142,2023-11-02 11:30:00+01:00,60.0,0.0,0.0,0.0
143,2023-11-02 11:45:00+01:00,55.0,0.0,0.0,0.0
144,2023-11-02 12:00:00+01:00,55.0,0.0,0.0,0.0
145,2023-11-02 12:15:00+01:00,54.83,0.0,0.0,0.0
146,2023-11-02 12:30:00+01:00,54.83,0.0,0.0,0.0
147,2023-11-02 12:45:00+01:00,62.5,0.0,0.0,0.0
148,2023-11-02 13:00:00+01:00,57.45,0.0,0.0,0.0
149,2023-11-02 13:15:00+01:00,66.15,0.0,0.0,0.0
150,2023-11-02 13:30:00+01:00,65.0,0.0,0.0,0.0
151,2023-11-02 13:45:00+01:00,75.0,0.0,0.0,0.0
152,2023-11-02 14:00:00+01:00,63.57,0.0,0.0,0.0
153,2023-11-02 14:15:00+01:00,69.99,0.0,0.0,0.0
154,2023-11-02 14:30:00+01:00,80.84,0.0,0.0,0.0
155,2023-11-02 14:45:00+01:00,82.28,0.0,0.0,0.0
156,2023-11-02 15:00:00+01:00,60.0,0.0,0.0,0.0
157,2023-11-02 15:15:00+01:00,75.0,0.0,0.0,0.0
158,2023-11-02 15:30:00+01:00,80.84,0.0,0.0,0.0
159,2023-11-02 15:45:00+01:00,97.54,0.0,0.0,0.0
160,2023-11-02 16:00:00+01:00,65.62,0.0,0.0,0.0
161,2023-11-02 16:15:00+01:00,73.52,0.0,0.0,0.0
162,2023-11-02 16:30:00+01:00,87.58,0.0,0.0,0.0
163,2023-11-02 16:45:00+01:00,110.05,0.0,0.0,0.0
164,2023-11-02 17:00:00+01:00,90.0,0.0,0.0,0.0
165,2023-11-02 17:15:00+01:00,114.99,0.0,0.0,0.0
166,2023-11-02 17:30:00+01:00,142.47,0.0,0.0,0.0
167,2023-11-02 17:45:00+01:00,123.33,0.0,0.0,0.0
168,2023-11-02 18:00:00+01:00,129.96,0.0,0.0,0.0
169,2023-11-02 18:15:00+01:00,136.54,0.0,0.0,0.0
170,2023-11-02 18:30:00+01:00,114.96,0.0,0.0,0.0
171,2023-11-02 18:45:00+01:00,94.27,0.0,0.0,0.0
172,2023-11-02 19:00:00+01:00,129.9,0.0,0.0,0.0
173,2023-11-02 19:15:00+01:00,104.83,0.0,0.0,0.0
174,2023-11-02 19:30:00+01:00,91.47,0.0,0.0,0.0
175,2023-11-02 19:45:00+01:00,75.0,0.0,0.0,0.0
176,2023-11-02 20:00:00+01:00,107.79,0.0,0.0,0.0
177,2023-11-02 20:15:00+01:00,85.07,0.0,0.0,0.0
178,2023-11-02 20:30:00+01:00,77.5,0.0,0.0,0.0
179,2023-11-02 20:45:00+01:00,66.42,0.0,0.0,0.0
180,2023-11-02 21:00:00+01:00,90.04,0.0,0.0,0.0
181,2023-11-02 21:15:00+01:00,79.83,0.0,0.0,0.0
182,2023-11-02 21:30:00+01:00,66.51,0.0,0.0,0.0
183,2023-11-02 21:45:00+01:00,50.0,0.0,0.0,0.0
184,2023-11-02 22:00:00+01:00,79.83,0.0,0.0,0.0
185,2023-11-02 22:15:00+01:00,77.5,0.0,0.0,0.0
186,2023-11-02 22:30:00+01:00,54.83,0.0,0.0,0.0
187,2023-11-02 22:45:00+01:00,42.4,0.0,0.0,0.0
188,2023-11-02 23:00:00+01:00,67.55,0.0,0.0,0.0
189,2023-11-02 23:15:00+01:00,50.05,0.0,0.0,0.0
190,2023-11-02 23:30:00+01:00,35.01,0.0,0.0,0.0
191,2023-11-02 23:45:00+01:00,19.62,0.0,0.0,0.0
192,2023-11-03 00:00:00+01:00,48.65,0.0,0.0,0.0
193,2023-11-03 00:15:00+01:00,45.78,0.0,0.0,0.0
194,2023-11-03 00:30:00+01:00,25.04,0.0,0.0,0.0
195,2023-11-03 00:45:00+01:00,10.06,0.0,0.0,0.0
196,2023-11-03 01:00:00+01:00,46.61,0.0,0.0,0.0
197,2023-11-03 01:15:00+01:00,32.54,0.0,0.0,0.0
198,2023-11-03 01:30:00+01:00,20.78,0.0,0.0,0.0
199,2023-11-03 01:45:00+01:00,4.9,0.0,0.0,0.0
200,2023-11-03 02:00:00+01:00,31.53,0.0,0.0,0.0
201,2023-11-03 02:15:00+01:00,23.66,0.0,0.0,0.0
202,2023-11-03 02:30:00+01:00,10.1,0.0,0.0,0.0
203,2023-11-03 02:45:00+01:00,20.78,0.0,0.0,0.0
204,2023-11-03 03:00:00+01:00,2.58,0.0,0.0,0.0
205,2023-11-03 03:15:00+01:00,17.81,0.0,0.0,0.0
206,2023-11-03 03:30:00+01:00,20.78,0.0,0.0,0.0
207,2023-11-03 03:45:00+01:00,35.03,0.0,0.0,0.0
208,2023-11-03 04:00:00+01:00,-42.71,0.0,0.0,0.0
209,2023-11-03 04:15:00+01:00,27.51,0.0,0.0,0.0
210,2023-11-03 04:30:00+01:00,45.78,0.0,0.0,0.0
211,2023-11-03 04:45:00+01:00,46.79,0.0,0.0,0.0
212,2023-11-03 05:00:00+01:00,-95.7,0.0,0.0,0.0
213,2023-11-03 05:15:00+01:00,44.59,0.0,0.0,0.0
214,2023-11-03 05:30:00+01:00,70.78,0.0,0.0,0.0
215,2023-11-03 05:45:00+01:00,135.0,0.0,0.0,0.0
216,2023-11-03 06:00:00+01:00,10.87,0.0,0.0,0.0
217,2023-11-03 06:15:00+01:00,52.69,0.0,0.0,0.0
218,2023-11-03 06:30:00+01:00,121.4,0.0,0.0,0.0
219,2023-11-03 06:45:00+01:00,140.0,0.0,0.0,0.0
220,2023-11-03 07:00:00+01:00,48.95,0.0,0.0,0.0
221,2023-11-03 07:15:00+01:00,95.05,0.0,0.0,0.0
222,2023-11-03 07:30:00+01:00,119.9,0.0,0.0,0.0
223,2023-11-03 07:45:00+01:00,128.9,0.0,0.0,0.0
224,2023-11-03 08:00:00+01:00,90.8,0.0,0.0,0.0
225,2023-11-03 08:15:00+01:00,112.57,0.0,0.0,0.0
226,2023-11-03 08:30:00+01:00,102.52,0.0,0.0,0.0
227,2023-11-03 08:45:00+01:00,85.0,0.0,0.0,0.0
228,2023-11-03 09:00:00+01:00,96.79,0.0,0.0,0.0
229,2023-11-03 09:15:00+01:00,92.54,0.0,0.0,0.0
230,2023-11-03 09:30:00+01:00,95.03,0.0,0.0,0.0
231,2023-11-03 09:45:00+01:00,80.03,0.0,0.0,0.0
232,2023-11-03 10:00:00+01:00,80.54,0.0,0.0,0.0
233,2023-11-03 10:15:00+01:00,90.54,0.0,0.0,0.0
234,2023-11-03 10:30:00+01:00,90.01,0.0,0.0,0.0
235,2023-11-03 10:45:00+01:00,70.01,0.0,0.0,0.0
236,2023-11-03 11:00:00+01:00,91.21,0.0,0.0,0.0
237,2023-11-03 11:15:00+01:00,95.0,0.0,0.0,0.0
238,2023-11-03 11:30:00+01:00,75.21,0.0,0.0,0.0
239,2023-11-03 11:45:00+01:00,46.79,0.0,0.0,0.0
240,2023-11-03 12:00:00+01:00,105.0,0.0,0.0,0.0
241,2023-11-03 12:15:00+01:00,85.0,0.0,0.0,0.0
242,2023-11-03 12:30:00+01:00,60.3,0.0,0.0,0.0
243,2023-11-03 12:45:00+01:00,46.79,0.0,0.0,0.0
244,2023-11-03 13:00:00+01:00,97.47,0.0,0.0,0.0
245,2023-11-03 13:15:00+01:00,92.03,0.0,0.0,0.0
246,2023-11-03 13:30:00+01:00,75.08,0.0,0.0,0.0
247,2023-11-03 13:45:00+01:00,46.79,0.0,0.0,0.0
248,2023-11-03 14:00:00+01:00,70.78,0.0,0.0,0.0
249,2023-11-03 14:15:00+01:00,70.78,0.0,0.0,0.0
250,2023-11-03 14:30:00+01:00,81.74,0.0,0.0,0.0
251,2023-11-03 14:45:00+01:00,88.24,0.0,0.0,0.0
252,2023-11-03 15:00:00+01:00,72.53,0.0,0.0,0.0
253,2023-11-03 15:15:00+01:00,80.51,0.0,0.0,0.0
254,2023-11-03 15:30:00+01:00,105.01,0.0,0.0,0.0
255,2023-11-03 15:45:00+01:00,107.58,0.0,0.0,0.0
256,2023-11-03 16:00:00+01:00,70.78,0.0,0.0,0.0
257,2023-11-03 16:15:00+01:00,75.02,0.0,0.0,0.0
258,2023-11-03 16:30:00+01:00,119.38,0.0,0.0,0.0
259,2023-11-03 16:45:00+01:00,135.01,0.0,0.0,0.0
260,2023-11-03 17:00:00+01:00,81.28,0.0,0.0,0.0
261,2023-11-03 17:15:00+01:00,104.77,0.0,0.0,0.0
262,2023-11-03 17:30:00+01:00,115.08,0.0,0.0,0.0
263,2023-11-03 17:45:00+01:00,115.07,0.0,0.0,0.0
264,2023-11-03 18:00:00+01:00,134.45,0.0,0.0,0.0
265,2023-11-03 18:15:00+01:00,120.08,0.0,0.0,0.0
266,2023-11-03 18:30:00+01:00,107.52,0.0,0.0,0.0
267,2023-11-03 18:45:00+01:00,75.99,0.0,0.0,0.0
268,2023-11-03 19:00:00+01:00,140.0,0.0,0.0,0.0
269,2023-11-03 19:15:00+01:00,123.34,0.0,0.0,0.0
270,2023-11-03 19:30:00+01:00,75.7,0.0,0.0,0.0
271,2023-11-03 19:45:00+01:00,48.7,0.0,0.0,0.0
272,2023-11-03 20:00:00+01:00,139.9,0.0,0.0,0.0
273,2023-11-03 20:15:00+01:00,101.42,0.0,0.0,0.0
274,2023-11-03 20:30:00+01:00,50.52,0.0,0.0,0.0
275,2023-11-03 20:45:00+01:00,45.78,0.0,0.0,0.0
276,2023-11-03 21:00:00+01:00,119.28,0.0,0.0,0.0
277,2023-11-03 21:15:00+01:00,87.29,0.0,0.0,0.0
278,2023-11-03 21:30:00+01:00,45.78,0.0,0.0,0.0
279,2023-11-03 21:45:00+01:00,27.28,0.0,0.0,0.0
280,2023-11-03 22:00:00+01:00,107.59,0.0,0.0,0.0
281,2023-11-03 22:15:00+01:00,82.59,0.0,0.0,0.0
282,2023-11-03 22:30:00+01:00,45.78,0.0,0.0,0.0
283,2023-11-03 22:45:00+01:00,36.43,0.0,0.0,0.0
284,2023-11-03 23:00:00+01:00,80.03,0.0,0.0,0.0
285,2023-11-03 23:15:00+01:00,45.78,0.0,0.0,0.0
286,2023-11-03 23:30:00+01:00,34.35,0.0,0.0,0.0
287,2023-11-03 23:45:00+01:00,13.29,0.0,0.0,0.0
288,2023-11-04 00:00:00+01:00,48.62,0.0,0.0,0.0
289,2023-11-04 00:15:00+01:00,42.56,0.0,0.0,0.0
290,2023-11-04 00:30:00+01:00,33.22,0.0,0.0,0.0
291,2023-11-04 00:45:00+01:00,31.7,0.0,0.0,0.0
292,2023-11-04 01:00:00+01:00,42.84,0.0,0.0,0.0
293,2023-11-04 01:15:00+01:00,24.03,0.0,0.0,0.0
294,2023-11-04 01:30:00+01:00,17.84,0.0,0.0,0.0
295,2023-11-04 01:45:00+01:00,12.38,0.0,0.0,0.0
296,2023-11-04 02:00:00+01:00,26.38,0.0,0.0,0.0
297,2023-11-04 02:15:00+01:00,18.72,0.0,0.0,0.0
298,2023-11-04 02:30:00+01:00,19.07,0.0,0.0,0.0
299,2023-11-04 02:45:00+01:00,18.37,0.0,0.0,0.0
300,2023-11-04 03:00:00+01:00,17.84,0.0,0.0,0.0
301,2023-11-04 03:15:00+01:00,15.62,0.0,0.0,0.0
302,2023-11-04 03:30:00+01:00,17.84,0.0,0.0,0.0
303,2023-11-04 03:45:00+01:00,17.84,0.0,0.0,0.0
304,2023-11-04 04:00:00+01:00,12.56,0.0,0.0,0.0
305,2023-11-04 04:15:00+01:00,17.84,0.0,0.0,0.0
306,2023-11-04 04:30:00+01:00,16.0,0.0,0.0,0.0
307,2023-11-04 04:45:00+01:00,35.14,0.0,0.0,0.0
308,2023-11-04 05:00:00+01:00,11.8,0.0,0.0,0.0
309,2023-11-04 05:15:00+01:00,16.07,0.0,0.0,0.0
310,2023-11-04 05:30:00+01:00,42.84,0.0,0.0,0.0
311,2023-11-04 05:45:00+01:00,43.85,0.0,0.0,0.0
312,2023-11-04 06:00:00+01:00,17.06,0.0,0.0,0.0
313,2023-11-04 06:15:00+01:00,36.54,0.0,0.0,0.0
314,2023-11-04 06:30:00+01:00,45.16,0.0,0.0,0.0
315,2023-11-04 06:45:00+01:00,46.0,0.0,0.0,0.0
316,2023-11-04 07:00:00+01:00,23.66,0.0,0.0,0.0
317,2023-11-04 07:15:00+01:00,42.84,0.0,0.0,0.0
318,2023-11-04 07:30:00+01:00,61.72,0.0,0.0,0.0
319,2023-11-04 07:45:00+01:00,72.0,0.0,0.0,0.0
320,2023-11-04 08:00:00+01:00,42.84,0.0,0.0,0.0
321,2023-11-04 08:15:00+01:00,42.84,0.0,0.0,0.0
322,2023-11-04 08:30:00+01:00,57.52,0.0,0.0,0.0
323,2023-11-04 08:45:00+01:00,42.84,0.0,0.0,0.0
324,2023-11-04 09:00:00+01:00,76.0,0.0,0.0,0.0
325,2023-11-04 09:15:00+01:00,58.16,0.0,0.0,0.0
326,2023-11-04 09:30:00+01:00,42.84,0.0,0.0,0.0
327,2023-11-04 09:45:00+01:00,23.07,0.0,0.0,0.0
328,2023-11-04 10:00:00+01:00,42.84,0.0,0.0,0.0
329,2023-11-04 10:15:00+01:00,37.61,0.0,0.0,0.0
330,2023-11-04 10:30:00+01:00,18.91,0.0,0.0,0.0
331,2023-11-04 10:45:00+01:00,13.05,0.0,0.0,0.0
332,2023-11-04 11:00:00+01:00,42.84,0.0,0.0,0.0
333,2023-11-04 11:15:00+01:00,30.36,0.0,0.0,0.0
334,2023-11-04 11:30:00+01:00,11.93,0.0,0.0,0.0
335,2023-11-04 11:45:00+01:00,-3.13,0.0,0.0,0.0
336,2023-11-04 12:00:00+01:00,42.84,0.0,0.0,0.0
337,2023-11-04 12:15:00+01:00,35.09,0.0,0.0,0.0
338,2023-11-04 12:30:00+01:00,9.61,0.0,0.0,0.0
339,2023-11-04 12:45:00+01:00,-3.52,0.0,0.0,0.0
340,2023-11-04 13:00:00+01:00,42.84,0.0,0.0,0.0
341,2023-11-04 13:15:00+01:00,25.02,0.0,0.0,0.0
342,2023-11-04 13:30:00+01:00,17.84,0.0,0.0,0.0
343,2023-11-04 13:45:00+01:00,7.98,0.0,0.0,0.0
344,2023-11-04 14:00:00+01:00,20.0,0.0,0.0,0.0
345,2023-11-04 14:15:00+01:00,25.06,0.0,0.0,0.0
346,2023-11-04 14:30:00+01:00,35.71,0.0,0.0,0.0
347,2023-11-04 14:45:00+01:00,42.84,0.0,0.0,0.0
348,2023-11-04 15:00:00+01:00,20.04,0.0,0.0,0.0
349,2023-11-04 15:15:00+01:00,42.84,0.0,0.0,0.0
350,2023-11-04 15:30:00+01:00,52.55,0.0,0.0,0.0
351,2023-11-04 15:45:00+01:00,84.77,0.0,0.0,0.0
352,2023-11-04 16:00:00+01:00,20.0,0.0,0.0,0.0
353,2023-11-04 16:15:00+01:00,31.84,0.0,0.0,0.0
354,2023-11-04 16:30:00+01:00,74.0,0.0,0.0,0.0
355,2023-11-04 16:45:00+01:00,118.69,0.0,0.0,0.0
356,2023-11-04 17:00:00+01:00,42.84,0.0,0.0,0.0
357,2023-11-04 17:15:00+01:00,67.84,0.0,0.0,0.0
358,2023-11-04 17:30:00+01:00,70.67,0.0,0.0,0.0
359,2023-11-04 17:45:00+01:00,79.9,0.0,0.0,0.0
360,2023-11-04 18:00:00+01:00,80.0,0.0,0.0,0.0
361,2023-11-04 18:15:00+01:00,67.84,0.0,0.0,0.0
362,2023-11-04 18:30:00+01:00,46.53,0.0,0.0,0.0
363,2023-11-04 18:45:00+01:00,42.84,0.0,0.0,0.0
364,2023-11-04 19:00:00+01:00,80.01,0.0,0.0,0.0
365,2023-11-04 19:15:00+01:00,62.59,0.0,0.0,0.0
366,2023-11-04 19:30:00+01:00,42.84,0.0,0.0,0.0
367,2023-11-04 19:45:00+01:00,25.19,0.0,0.0,0.0
368,2023-11-04 20:00:00+01:00,70.08,0.0,0.0,0.0
369,2023-11-04 20:15:00+01:00,48.87,0.0,0.0,0.0
370,2023-11-04 20:30:00+01:00,22.57,0.0,0.0,0.0
371,2023-11-04 20:45:00+01:00,-1.84,0.0,0.0,0.0
372,2023-11-04 21:00:00+01:00,43.85,0.0,0.0,0.0
373,2023-11-04 21:15:00+01:00,42.84,0.0,0.0,0.0
374,2023-11-04 21:30:00+01:00,17.5,0.0,0.0,0.0
375,2023-11-04 21:45:00+01:00,-9.53,0.0,0.0,0.0
376,2023-11-04 22:00:00+01:00,43.85,0.0,0.0,0.0
377,2023-11-04 22:15:00+01:00,29.68,0.0,0.0,0.0
378,2023-11-04 22:30:00+01:00,10.0,0.0,0.0,0.0
379,2023-11-04 22:45:00+01:00,-6.93,0.0,0.0,0.0
380,2023-11-04 23:00:00+01:00,43.85,0.0,0.0,0.0
381,2023-11-04 23:15:00+01:00,25.04,0.0,0.0,0.0
382,2023-11-04 23:30:00+01:00,0.75,0.0,0.0,0.0
383,2023-11-04 23:45:00+01:00,-16.24,0.0,0.0,0.0
384,2023-11-05 00:00:00+01:00,35.08,0.0,0.0,0.0
385,2023-11-05 00:15:00+01:00,24.85,0.0,0.0,0.0
386,2023-11-05 00:30:00+01:00,-4.45,0.0,0.0,0.0
387,2023-11-05 00:45:00+01:00,-5.16,0.0,0.0,0.0
388,2023-11-05 01:00:00+01:00,32.58,0.0,0.0,0.0
389,2023-11-05 01:15:00+01:00,4.1,0.0,0.0,0.0
390,2023-11-05 01:30:00+01:00,-5.86,0.0,0.0,0.0
391,2023-11-05 01:45:00+01:00,-9.38,0.0,0.0,0.0
392,2023-11-05 02:00:00+01:00,30.01,0.0,0.0,0.0
393,2023-11-05 02:15:00+01:00,20.12,0.0,0.0,0.0
394,2023-11-05 02:30:00+01:00,-6.12,0.0,0.0,0.0
395,2023-11-05 02:45:00+01:00,-6.38,0.0,0.0,0.0
396,2023-11-05 03:00:00+01:00,27.46,0.0,0.0,0.0
397,2023-11-05 03:15:00+01:00,2.12,0.0,0.0,0.0
